T_air,sol_dir,sol_diff
16.5,0,0
16.0,0,0
15.5,0,0
15.2,0,0
14.8,0,0
15.0,0,0
15.0,0,0
15.2,0,0
15.7,1,25
15.9,0,64
17.1,19,164
19.3,19,225
19.5,15,263
19.1,12,285
20.3,7,277
20.6,0,188
20.4,0,137
18.1,0,127
17.7,0,149
18.2,19,209
19.6,51,167
19.2,7,76
17.6,1,17
17.2,0,0
15.9,0,0
15.1,0,0
14.2,0,0
12.9,0,0
12.3,0,0
11.9,0,0
11.6,0,0
11.4,0,0
11.6,43,32
12.8,156,65
15.1,299,80
16.8,267,156
17.7,181,259
19.0,47,304
19.7,36,311
20.7,69,336
20.3,0,216
20.4,3,223
19.9,18,226
19.8,17,187
19.6,2,111
19.5,6,67
18.6,3,17
18.3,0,0
17.7,0,0
16.7,0,0
15.3,0,0
14.3,0,0
13.7,0,0
13.0,0,0
12.7,0,0
12.7,0,0
12.7,32,36
14.0,136,72
16.3,160,139
17.0,61,235
18.1,221,272
19.0,373,266
20.2,403,291
21.4,458,272
21.7,416,275
22.7,292,294
23.1,306,224
23.3,269,155
23.0,178,108
22.1,67,71
20.1,2,16
19.1,0,0
17.8,0,0
17.6,0,0
17.4,0,0
17.6,0,0
18.3,0,0
17.9,0,0
17.7,0,0
16.8,0,0
16.4,39,32
16.9,133,60
18.6,112,139
20.9,370,88
21.8,308,200
21.4,73,310
20.5,0,152
18.0,0,101
19.2,5,243
22.6,52,281
22.8,17,218
23.1,39,194
22.9,8,120
22.1,0,51
21.1,0,7
20.4,0,0
18.6,0,0
17.6,0,0
16.8,0,0
16.0,0,0
16.2,0,0
15.6,0,0
15.1,0,0
14.9,0,0
15.3,0,24
16.4,0,67
17.3,3,126
18.5,48,230
20.5,213,274
22.9,420,244
24.7,372,306
26.4,445,279
28.0,516,222
29.2,477,198
30.3,389,177
31.4,287,146
30.3,169,113
28.7,59,72
26.4,1,17
23.9,0,0
22.7,0,0
22.4,0,0
20.9,0,0
19.2,0,0
18.1,0,0
17.3,0,0
17.4,0,0
17.1,0,0
16.5,21,31
16.7,84,79
17.5,164,130
18.5,369,114
19.4,542,95
20.5,635,101
21.4,698,100
22.7,703,109
24.0,654,121
24.5,551,138
24.9,439,135
23.8,306,125
23.4,179,100
21.8,43,71
20.0,0,13
17.4,0,0
16.2,0,0
15.2,0,0
14.5,0,0
13.7,0,0
12.9,0,0
11.9,0,0
11.0,0,0
10.8,0,0
11.5,32,31
13.5,144,60
16.1,300,65
18.6,454,62
20.6,589,59
21.8,685,60
23.3,740,65
24.2,744,71
25.3,689,88
26.0,576,112
26.4,457,114
26.4,327,105
25.7,190,89
24.2,66,62
21.7,3,14
19.1,0,0
17.8,0,0
16.8,0,0
15.2,0,0
15.5,0,0
15.1,0,0
14.6,0,0
14.6,0,0
14.5,0,0
14.0,10,29
14.4,102,83
16.6,200,126
19.2,335,151
22.0,378,208
24.3,337,289
25.8,449,273
27.6,458,279
29.1,510,232
30.3,433,227
31.2,332,210
31.2,221,180
28.1,120,131
26.1,40,71
24.6,0,14
22.8,0,0
21.6,0,0
20.2,0,0
19.2,0,0
18.1,0,0
17.1,0,0
16.3,0,0
15.5,0,0
14.8,0,0
14.8,8,24
15.8,75,80
17.1,187,120
19.5,172,210
20.9,303,230
23.4,380,251
25.6,420,266
27.5,420,275
29.4,351,291
29.5,72,301
29.1,51,251
28.8,49,202
27.3,28,133
22.5,0,16
22.5,0,1
22.7,0,0
22.5,0,0
21.9,0,0
21.8,0,0
21.3,0,0
20.0,0,0
20.3,0,0
19.9,0,0
18.8,0,0
17.3,0,4
16.8,0,28
16.6,9,137
17.9,143,225
19.2,249,263
20.5,328,289
22.4,293,336
22.8,179,371
22.8,104,349
22.9,111,316
23.0,72,260
22.1,19,180
22.0,2,100
21.5,2,52
18.8,0,8
17.2,0,0
16.0,0,0
15.3,0,0
15.1,0,0
15.0,0,0
14.9,0,0
14.7,0,0
14.8,0,0
15.1,0,0
15.5,2,21
16.3,40,75
18.8,49,144
19.6,68,210
21.5,200,243
23.1,138,300
22.6,42,299
24.2,189,325
25.0,189,310
24.7,27,252
21.0,0,95
20.8,0,101
20.4,0,69
20.2,0,24
19.7,0,4
19.3,0,0
18.5,0,0
17.3,0,0
17.0,0,0
17.0,0,0
16.2,0,0
15.9,0,0
15.7,0,0
15.1,0,0
15.4,0,5
16.0,0,40
16.9,9,125
17.2,2,150
18.0,2,189
18.1,1,195
18.8,19,277
19.2,36,296
19.7,50,298
20.3,127,286
21.3,148,229
21.0,338,69
20.9,200,63
18.7,45,53
17.7,0,5
16.7,0,0
16.3,0,0
16.1,0,0
15.1,0,0
14.8,0,0
13.9,0,0
13.3,0,0
12.4,0,0
11.9,0,0
11.9,9,23
13.2,22,78
14.9,206,100
16.6,350,116
17.4,199,264
18.2,130,321
18.9,187,345
20.0,127,350
19.9,53,309
20.2,108,301
19.8,40,235
19.2,0,88
18.6,1,90
17.7,0,42
16.8,0,2
16.5,0,0
16.2,0,0
15.9,0,0
15.8,0,0
15.1,0,0
14.0,0,0
13.2,0,0
12.9,0,0
12.7,0,0
13.3,1,20
15.1,3,65
16.4,6,120
17.7,16,191
19.0,51,272
20.8,99,328
21.6,114,354
22.6,287,345
23.3,315,315
23.6,280,286
24.4,314,204
23.9,225,162
22.4,96,123
20.7,16,55
19.8,0,0
18.6,0,0
18.0,0,0
17.0,0,0
18.0,0,0
15.7,0,0
15.0,0,0
15.1,0,0
15.1,0,0
15.1,0,0
14.8,13,22
15.8,108,62
18.3,248,81
21.1,384,95
23.0,510,102
24.1,578,120
25.9,479,214
26.6,367,282
27.1,282,297
26.7,217,279
27.9,374,149
26.6,214,148
25.4,44,119
23.3,7,48
22.3,0,0
21.8,0,0
20.6,0,0
19.8,0,0
19.0,0,0
19.5,0,0
18.8,0,0
18.1,0,0
17.5,0,0
17.9,0,0
17.3,0,12
18.3,10,66
18.9,34,132
20.1,113,192
22.3,227,221
23.0,14,238
22.4,11,252
21.2,0,191
23.3,16,249
21.6,106,259
21.1,132,217
20.6,236,118
19.6,84,102
18.4,2,41
17.3,0,0
15.9,0,0
15.1,0,0
14.8,0,0
14.2,0,0
13.3,0,0
12.6,0,0
12.1,0,0
12.1,0,0
11.4,0,0
11.7,22,23
13.1,111,60
14.7,250,77
16.3,340,109
17.5,467,115
18.6,582,110
19.4,640,113
20.4,645,118
21.4,594,128
21.6,503,135
21.9,358,147
21.8,218,137
21.2,118,101
19.0,23,48
17.4,0,0
16.5,0,0
15.0,0,0
15.1,0,0
14.6,0,0
14.2,0,0
13.7,0,0
14.0,0,0
12.7,0,0
12.7,0,0
13.0,19,22
14.6,106,59
16.8,259,72
20.2,405,79
22.1,531,82
23.9,326,246
23.4,56,296
23.9,21,266
24.0,1,199
23.7,0,103
23.3,0,76
22.9,0,105
23.0,24,108
21.9,13,45
21.6,0,0
21.4,0,0
20.6,0,0
20.5,0,0
19.4,0,0
19.7,0,0
19.7,0,0
19.7,0,0
19.7,0,0
19.4,0,0
20.3,7,21
20.3,69,70
21.1,125,129
21.3,118,202
22.1,251,234
23.0,506,167
23.7,571,166
24.6,569,176
25.3,532,176
25.1,363,225
25.4,319,176
25.1,218,144
23.8,94,108
21.7,15,45
20.0,0,0
19.2,0,0
18.2,0,0
16.9,0,0
16.0,0,0
15.7,0,0
15.2,0,0
15.7,0,0
15.4,0,0
14.9,0,0
15.0,8,18
16.6,5,55
17.4,0,45
16.9,2,127
19.0,196,220
20.9,54,260
18.1,0,69
18.2,6,228
20.4,90,277
20.8,344,199
21.6,147,210
20.9,43,156
19.8,48,103
19.8,0,12
19.0,0,0
17.9,0,0
17.9,0,0
17.5,0,0
17.5,0,0
17.5,0,0
17.1,0,0
16.6,0,0
16.2,0,0
15.5,0,0
16.7,0,5
17.2,0,18
17.3,0,35
18.4,0,126
20.4,9,195
22.6,37,263
23.2,225,319
25.4,528,199
26.6,490,201
27.3,426,188
28.1,317,175
27.7,193,150
25.8,84,106
24.0,16,43
23.2,0,0
22.6,0,0
18.9,0,0
17.9,0,0
17.9,0,0
17.6,0,0
17.5,0,0
17.4,0,0
17.4,0,0
17.2,0,0
17.4,9,20
17.9,27,66
18.7,38,131
20.4,156,188
21.9,290,214
23.2,299,265
23.6,282,303
23.7,287,307
25.5,210,308
25.3,242,264
25.0,249,205
25.8,171,157
23.9,78,103
21.9,8,37
21.0,0,0
20.6,0,0
19.7,0,0
19.3,0,0
19.6,0,0
19.1,0,0
18.7,0,0
18.5,0,0
18.3,0,0
18.0,0,0
18.2,8,20
19.4,72,65
21.4,173,105
24.0,292,135
26.0,440,136
27.6,509,156
28.6,545,170
29.9,537,185
30.5,493,191
30.7,450,166
30.6,334,158
29.9,191,144
28.6,71,102
27.1,6,36
25.8,0,0
25.0,0,0
24.1,0,0
23.6,0,0
23.0,0,0
22.5,0,0
22.8,0,0
20.9,0,0
20.5,0,0
20.2,0,0
19.9,0,3
19.3,0,35
19.0,3,104
18.4,0,115
18.3,0,105
17.7,0,94
16.8,0,104
17.1,0,101
17.6,0,74
16.9,0,68
15.5,0,76
14.4,0,52
14.3,0,33
14.2,0,9
14.3,0,0
14.1,0,0
13.8,0,0
13.1,0,0
12.8,0,0
12.6,0,0
12.4,0,0
12.0,0,0
11.7,0,0
11.4,0,0
11.8,0,7
12.9,0,30
13.6,18,120
14.7,161,178
16.3,259,212
17.7,319,243
18.1,185,311
19.6,68,301
19.0,7,220
18.9,43,242
19.3,81,214
17.7,34,156
17.2,16,94
16.1,0,24
15.7,0,0
14.7,0,0
15.1,0,0
14.0,0,0
14.4,0,0
13.6,0,0
12.6,0,0
12.1,0,0
11.9,0,0
12.4,0,0
12.4,0,9
13.0,6,53
14.1,134,115
16.4,366,99
17.7,479,110
17.5,154,288
18.1,57,294
17.3,24,265
17.4,29,259
13.1,0,137
14.6,0,127
13.1,2,112
13.2,0,57
13.2,0,5
13.1,0,0
13.3,0,0
13.2,0,0
13.2,0,0
13.1,0,0
12.7,0,0
12.5,0,0
12.0,0,0
11.7,0,0
11.7,0,0
11.3,5,17
11.2,89,57
12.6,202,84
13.6,100,188
14.2,75,240
14.7,79,277
15.8,96,302
15.5,3,214
16.3,42,266
16.3,46,240
15.8,37,200
15.7,13,137
15.3,3,76
14.2,0,13
13.8,0,0
12.9,0,0
12.5,0,0
11.3,0,0
10.6,0,0
11.1,0,0
10.9,0,0
10.2,0,0
9.7,0,0
8.9,0,0
9.2,0,10
10.5,8,58
12.3,45,135
13.5,102,205
15.8,317,214
17.2,230,298
17.2,120,332
18.0,206,338
18.1,193,324
18.4,139,283
18.5,93,230
18.9,95,174
17.4,49,108
15.6,0,24
14.2,0,0
13.5,0,0
13.1,0,0
12.4,0,0
12.4,0,0
12.5,0,0
12.8,0,0
12.4,0,0
12.3,0,0
12.1,0,0
12.0,0,5
12.5,15,48
13.1,80,116
14.4,260,140
15.7,284,204
17.0,128,290
17.2,25,271
17.3,4,220
17.2,23,253
17.9,115,274
17.6,63,214
17.2,30,146
16.5,25,78
15.2,2,17
14.4,0,0
13.7,0,0
13.4,0,0
13.2,0,0
12.8,0,0
12.7,0,0
12.4,0,0
12.4,0,0
11.9,0,0
11.2,0,0
11.5,0,7
12.5,14,48
13.9,67,121
15.7,135,188
17.4,242,229
18.3,231,289
19.3,260,312
19.7,351,287
20.7,272,298
21.1,275,251
21.3,257,192
21.3,150,148
19.1,60,90
17.1,4,19
16.0,0,0
14.4,0,0
14.2,0,0
13.7,0,0
12.6,0,0
12.6,0,0
12.0,0,0
11.9,0,0
11.5,0,0
11.2,0,0
11.0,3,11
12.4,67,49
14.3,185,83
18.4,307,107
21.1,412,126
23.5,465,156
25.2,532,153
26.3,533,161
26.9,503,160
27.3,420,159
27.4,290,153
27.1,182,121
24.1,70,81
22.2,4,19
20.3,0,0
19.3,0,0
18.4,0,0
18.3,0,0
17.2,0,0
16.7,0,0
16.0,0,0
15.5,0,0
15.4,0,0
14.3,0,0
15.1,0,1
16.7,14,48
16.8,148,104
20.6,272,138
23.1,265,212
24.4,196,289
26.1,16,257
25.6,29,273
26.5,173,310
28.0,131,277
27.9,151,214
27.2,86,152
26.1,37,80
23.2,0,13
21.8,0,0
21.6,0,0
20.8,0,0
18.6,0,0
19.9,0,0
19.7,0,0
19.2,0,0
19.0,0,0
18.8,0,0
19.1,0,0
18.9,0,1
19.0,0,12
19.3,2,86
19.9,120,153
20.6,28,209
19.6,0,113
19.3,0,94
20.2,0,128
20.4,0,122
20.5,0,74
18.3,0,62
16.8,0,48
15.8,0,26
15.8,0,2
15.3,0,0
14.8,0,0
14.3,0,0
13.5,0,0
12.8,0,0
12.5,0,0
12.3,0,0
12.3,0,0
11.2,0,0
11.2,0,0
11.3,4,11
11.9,68,50
13.7,151,92
15.7,251,131
17.5,445,118
19.2,513,136
20.0,543,152
20.5,570,146
20.5,306,261
20.6,145,265
20.8,157,202
20.2,76,147
19.0,8,70
17.8,0,8
17.2,0,0
17.1,0,0
16.6,0,0
16.5,0,0
16.4,0,0
16.0,0,0
15.9,0,0
14.5,0,0
13.9,0,0
13.9,0,0
14.0,0,1
14.5,0,23
14.1,34,111
15.7,330,107
16.5,338,166
16.7,165,279
17.1,37,278
17.2,0,128
16.7,0,158
16.6,0,81
16.6,0,107
16.5,23,136
16.1,10,70
15.4,0,7
15.0,0,0
14.6,0,0
14.5,0,0
13.8,0,0
12.9,0,0
11.8,0,0
11.0,0,0
10.4,0,0
10.4,0,0
10.6,0,0
10.6,0,6
11.1,1,37
11.8,2,88
13.3,14,169
15.0,28,231
17.0,135,301
17.2,190,324
18.0,330,284
18.8,272,286
18.5,145,270
18.1,49,205
17.7,14,132
17.0,0,51
16.4,0,0
15.9,0,0
15.9,0,0
15.6,0,0
15.5,0,0
15.1,0,0
14.9,0,0
14.6,0,0
13.9,0,0
14.1,0,0
14.1,0,0
13.4,0,0
12.7,0,9
12.8,0,27
12.9,0,69
12.9,0,96
13.1,0,127
13.3,0,130
13.6,0,138
14.1,0,145
14.9,0,82
15.1,0,47
15.7,0,58
15.3,0,43
14.7,0,0
14.5,0,0
14.4,0,0
13.9,0,0
13.7,0,0
13.6,0,0
13.9,0,0
14.0,0,0
14.2,0,0
14.4,0,0
14.4,0,0
14.4,0,2
14.4,0,30
14.9,9,100
15.4,20,173
16.1,26,227
16.7,102,294
17.6,187,320
19.1,207,321
19.5,215,298
20.3,150,267
19.0,70,209
16.2,8,122
15.5,26,64
14.6,0,0
14.5,0,0
13.7,0,0
13.3,0,0
12.7,0,0
12.2,0,0
11.8,0,0
11.5,0,0
11.5,0,0
11.1,0,0
10.6,0,0
9.8,0,8
10.8,39,43
12.4,145,84
15.1,271,110
17.5,377,134
19.2,417,176
20.2,429,205
20.6,377,238
21.8,308,245
21.6,316,194
21.8,182,178
20.9,122,121
18.8,10,58
17.5,0,0
16.8,0,0
15.9,0,0
15.3,0,0
14.5,0,0
14.2,0,0
12.5,0,0
12.1,0,0
12.1,0,0
11.5,0,0
11.2,0,0
11.2,0,8
11.7,46,44
13.6,158,85
16.3,284,109
19.3,390,129
21.4,451,155
22.5,517,155
23.1,375,234
23.5,238,262
23.8,211,226
23.0,101,191
22.1,39,131
20.3,5,55
19.2,0,0
18.5,0,0
17.9,0,0
17.7,0,0
17.0,0,0
17.0,0,0
16.0,0,0
15.5,0,0
15.5,0,0
15.4,0,0
14.6,0,0
14.2,0,5
14.5,5,31
14.1,0,25
14.5,0,66
14.8,0,89
14.6,0,60
14.9,0,176
16.4,93,243
18.3,212,200
17.2,129,189
18.0,34,159
16.1,5,99
15.2,55,39
13.6,0,0
13.3,0,0
13.2,0,0
12.7,0,0
11.8,0,0
11.1,0,0
10.3,0,0
11.0,0,0
10.7,0,0
10.6,0,0
10.9,0,0
11.2,0,0
11.4,0,15
11.8,0,32
11.9,0,71
12.5,0,80
12.8,0,95
13.1,0,104
13.7,0,106
13.9,0,128
14.3,0,107
14.5,0,85
14.6,1,86
14.6,0,21
14.6,0,0
14.5,0,0
14.5,0,0
14.6,0,0
14.8,0,0
14.8,0,0
14.6,0,0
14.7,0,0
14.7,0,0
14.8,0,0
15.1,0,0
12.4,0,0
11.7,2,28
11.7,16,92
12.5,126,148
14.4,264,162
15.1,155,251
15.5,182,270
16.7,206,267
16.6,332,202
16.8,314,162
17.1,197,147
16.4,113,104
15.0,17,49
13.2,0,0
12.4,0,0
13.3,0,0
12.9,0,0
12.4,0,0
11.4,0,0
12.5,0,0
12.2,0,0
12.4,0,0
12.2,0,0
11.4,0,0
9.7,0,0
9.2,8,30
9.5,98,79
10.4,145,140
12.6,275,155
13.7,169,248
14.9,228,259
14.9,156,273
15.8,94,252
16.2,120,220
15.9,204,141
15.7,129,96
14.1,23,48
12.7,0,0
12.5,0,0
13.0,0,0
13.1,0,0
12.7,0,0
12.6,0,0
12.0,0,0
11.6,0,0
11.4,0,0
11.1,0,0
10.4,0,0
10.1,0,1
11.2,17,29
12.1,52,87
12.6,43,155
12.7,0,99
11.8,6,193
13.1,155,267
12.7,104,265
13.7,238,229
14.9,179,206
15.3,239,112
14.2,29,115
13.2,0,21
12.1,0,0
11.5,0,0
11.3,0,0
11.2,0,0
11.2,0,0
11.0,0,0
10.8,0,0
10.6,0,0
10.4,0,0
10.2,0,0
10.0,0,0
9.5,0,2
9.4,35,33
10.5,124,74
11.8,213,110
13.1,230,178
13.4,118,260
14.2,167,282
14.1,69,268
14.1,124,257
13.6,12,180
14.2,67,173
13.2,58,113
13.0,0,33
11.5,0,0
10.6,0,0
10.1,0,0
10.2,0,0
9.5,0,0
8.8,0,0
8.3,0,0
8.1,0,0
7.7,0,0
7.8,0,0
7.5,0,0
7.6,0,3
8.2,33,32
9.2,150,67
11.5,275,89
12.6,97,214
13.1,46,241
15.0,95,275
14.5,53,257
15.1,244,233
15.6,182,209
15.9,180,143
15.2,119,96
13.6,16,43
12.5,0,0
12.4,0,0
12.1,0,0
11.0,0,0
11.0,0,0
11.5,0,0
12.0,0,0
11.4,0,0
11.6,0,0
11.8,0,0
11.4,0,0
11.3,0,0
11.3,0,21
11.9,0,62
13.1,12,143
14.2,13,189
15.2,14,217
15.5,0,179
15.7,15,229
16.5,77,259
16.8,61,221
17.2,25,160
16.7,8,99
15.9,2,33
15.2,0,0
15.3,0,0
15.3,0,0
15.6,0,0
14.9,0,0
15.1,0,0
15.0,0,0
15.3,0,0
14.2,0,0
13.0,0,0
12.4,0,0
11.6,0,1
11.5,32,30
13.4,140,66
15.5,223,99
15.6,58,209
16.6,34,233
17.2,63,263
17.2,40,249
16.9,21,217
17.3,110,210
17.6,202,129
16.8,106,94
15.5,10,40
13.5,0,0
12.3,0,0
11.6,0,0
10.8,0,0
9.9,0,0
9.1,0,0
8.7,0,0
7.8,0,0
8.1,0,0
7.5,0,0
7.1,0,0
7.1,0,0
7.4,23,27
9.9,106,70
12.7,211,102
15.0,334,111
16.9,434,111
17.8,487,111
18.9,496,108
19.5,448,111
19.7,347,119
19.9,212,122
18.1,87,97
15.9,7,36
14.1,0,0
13.7,0,0
11.9,0,0
11.7,0,0
11.0,0,0
10.4,0,0
10.2,0,0
9.8,0,0
9.7,0,0
9.8,0,0
9.9,0,0
9.5,0,0
9.6,23,26
11.6,122,62
14.6,250,78
17.5,364,88
19.6,452,91
21.4,502,91
22.6,499,96
23.0,457,96
22.7,316,128
22.8,161,140
20.3,42,103
18.9,1,25
17.1,0,0
16.0,0,0
15.4,0,0
14.9,0,0
14.5,0,0
13.7,0,0
13.3,0,0
13.1,0,0
13.0,0,0
12.4,0,0
12.2,0,0
12.6,0,0
13.2,12,27
14.7,43,85
16.3,159,128
18.3,290,149
20.5,365,166
22.0,393,183
23.4,403,182
24.7,364,177
23.8,164,221
23.5,56,169
22.4,15,98
20.1,1,27
19.1,0,0
18.1,0,0
16.4,0,0
15.6,0,0
15.0,0,0
13.9,0,0
13.4,0,0
12.9,0,0
13.3,0,0
13.4,0,0
13.9,0,0
14.2,0,0
14.5,0,18
14.4,0,56
14.8,0,65
15.1,0,81
15.5,0,95
15.6,0,72
13.9,0,72
12.8,0,69
12.5,0,47
12.0,0,54
11.3,0,57
11.0,0,22
10.6,0,0
10.6,0,0
10.4,0,0
10.4,0,0
10.2,0,0
10.0,0,0
9.8,0,0
9.8,0,0
9.9,0,0
10.0,0,0
10.1,0,0
10.5,0,0
10.5,0,3
10.6,0,45
10.7,0,91
10.8,0,70
11.0,0,76
11.0,0,85
11.1,0,74
11.1,0,57
11.0,0,44
11.0,0,34
10.9,0,24
10.8,0,5
10.5,0,0
10.4,0,0
10.3,0,0
10.2,0,0
10.7,0,0
11.4,0,0
12.3,0,0
12.9,0,0
13.3,0,0
13.1,0,0
13.1,0,0
12.6,0,0
12.9,0,6
13.9,0,32
15.9,0,73
16.7,1,125
17.7,39,216
20.2,125,256
21.3,132,260
22.5,116,241
22.4,116,197
21.0,14,134
20.2,1,67
18.7,0,17
18.0,0,0
17.3,0,0
16.2,0,0
15.6,0,0
15.4,0,0
14.6,0,0
14.6,0,0
14.4,0,0
14.0,0,0
13.5,0,0
12.8,0,0
12.3,0,0
12.0,0,7
11.9,0,49
12.3,28,135
13.3,57,192
14.9,177,220
16.2,117,252
15.6,0,150
15.5,0,111
15.4,7,151
15.7,43,146
15.2,2,69
14.1,0,10
14.3,0,0
14.3,0,0
13.9,0,0
14.3,0,0
13.6,0,0
13.8,0,0
13.3,0,0
13.1,0,0
13.1,0,0
12.8,0,0
12.8,0,0
11.9,0,0
11.8,12,23
12.2,103,60
13.0,210,83
14.9,142,186
14.7,3,163
15.3,66,245
16.4,151,259
17.1,120,242
17.0,105,199
16.9,128,134
16.1,42,85
14.7,0,16
13.0,0,0
12.0,0,0
11.2,0,0
10.5,0,0
10.2,0,0
9.8,0,0
9.2,0,0
8.7,0,0
8.5,0,0
8.7,0,0
8.5,0,0
8.6,0,0
9.2,7,21
10.5,47,70
12.7,106,124
15.6,179,159
15.8,21,195
16.1,65,235
18.1,418,115
18.1,123,226
18.0,8,150
17.2,2,104
15.0,1,63
14.2,0,7
13.0,0,0
11.8,0,0
11.4,0,0
10.2,0,0
9.2,0,0
8.8,0,0
8.4,0,0
8.1,0,0
7.9,0,0
7.8,0,0
7.6,0,0
7.4,0,0
7.3,9,22
9.1,98,53
11.1,225,77
13.2,345,85
14.3,414,86
15.3,301,186
15.7,118,246
16.0,131,230
16.0,182,166
16.0,118,128
14.5,39,82
12.5,0,15
11.7,0,0
11.1,0,0
10.1,0,0
9.3,0,0
7.9,0,0
6.2,0,0
7.5,0,0
6.7,0,0
6.7,0,0
6.1,0,0
6.4,0,0
6.3,0,0
6.3,0,2
7.7,48,57
10.8,166,91
14.2,262,115
15.4,197,192
16.1,155,226
16.3,116,229
17.9,308,156
17.6,259,126
17.3,150,106
15.2,42,61
13.8,0,0
12.7,0,0
12.2,0,0
12.3,0,0
11.2,0,0
10.2,0,0
9.6,0,0
9.0,0,0
8.0,0,0
7.4,0,0
6.5,0,0
6.4,0,0
5.9,0,0
6.9,10,15
8.8,90,60
11.5,183,96
14.2,279,122
16.6,337,144
17.6,398,148
18.7,421,139
19.0,341,146
18.8,153,170
18.3,70,124
16.2,22,60
15.4,0,0
14.5,0,0
13.7,0,0
12.8,0,0
12.2,0,0
11.7,0,0
10.8,0,0
9.7,0,0
10.0,0,0
9.5,0,0
10.3,0,0
9.0,0,0
10.6,0,0
10.7,0,4
12.1,0,45
13.0,34,125
14.8,265,118
17.6,391,120
19.4,427,129
20.0,396,144
19.7,226,192
20.0,42,165
18.4,71,122
18.0,27,59
16.8,0,1
15.5,0,0
15.1,0,0
14.0,0,0
14.3,0,0
13.5,0,0
13.9,0,0
13.5,0,0
14.2,0,0
14.6,0,0
14.3,0,0
14.3,0,0
14.8,0,0
14.5,0,6
15.0,0,38
15.4,2,98
15.2,0,108
15.8,1,149
15.8,0,137
15.4,0,130
15.1,0,93
14.2,0,37
13.8,1,80
10.4,0,23
9.9,0,0
9.9,0,0
9.8,0,0
9.2,0,0
8.7,0,0
8.7,0,0
8.7,0,0
8.5,0,0
7.8,0,0
7.6,0,0
7.7,0,0
7.3,0,0
7.5,0,0
7.4,5,13
8.4,28,56
9.5,31,123
10.7,24,167
11.8,1,149
10.8,0,85
10.5,0,64
11.8,0,58
14.4,11,140
16.0,0,67
16.0,0,18
14.2,0,0
12.8,0,0
12.6,0,0
12.8,0,0
12.3,0,0
12.8,0,0
13.1,0,0
12.7,0,0
12.4,0,0
12.3,0,0
11.8,0,0
11.5,0,0
10.9,0,0
9.5,0,3
10.0,0,44
10.9,2,98
12.9,2,137
14.3,0,122
14.7,0,133
15.1,2,162
16.6,0,128
12.7,0,59
10.6,0,54
10.0,1,47
9.9,0,0
8.9,0,0
8.3,0,0
7.9,0,0
7.7,0,0
7.3,0,0
6.6,0,0
6.4,0,0
6.1,0,0
6.0,0,0
6.1,0,0
5.9,0,0
6.3,0,0
6.7,0,9
6.9,5,47
7.4,7,97
8.2,4,130
9.5,164,149
11.4,133,176
12.5,46,181
12.8,70,169
12.4,83,134
11.6,26,94
10.2,1,36
9.7,0,0
8.8,0,0
8.4,0,0
8.2,0,0
8.1,0,0
7.9,0,0
8.4,0,0
8.1,0,0
8.0,0,0
8.3,0,0
8.0,0,0
8.4,0,0
7.7,0,0
7.5,2,9
8.6,35,45
9.3,31,112
10.2,27,158
10.9,139,179
12.6,292,141
13.0,80,199
12.4,16,162
12.7,21,141
12.2,56,104
11.7,22,51
9.6,0,0
8.2,0,0
7.1,0,0
7.1,0,0
6.3,0,0
5.8,0,0
4.8,0,0
4.4,0,0
3.7,0,0
3.3,0,0
2.8,0,0
3.4,0,0
3.2,0,0
3.9,1,10
5.8,38,51
6.6,144,88
8.7,284,101
10.6,357,117
11.2,264,186
12.1,129,228
12.5,202,185
12.0,113,166
11.3,45,115
10.4,26,55
9.1,0,0
8.4,0,0
7.7,0,0
7.1,0,0
6.5,0,0
6.8,0,0
7.4,0,0
8.5,0,0
9.3,0,0
10.0,0,0
10.0,0,0
9.9,0,0
9.7,0,0
9.5,0,0
9.6,0,20
9.7,0,44
10.3,0,62
10.6,0,75
11.0,0,115
10.8,0,114
11.2,0,106
11.2,0,49
10.6,0,41
10.4,0,30
10.1,0,2
10.1,0,0
10.5,0,0
11.1,0,0
10.9,0,0
10.9,0,0
10.5,0,0
10.2,0,0
9.9,0,0
9.1,0,0
8.5,0,0
8.2,0,0
7.9,0,0
8.1,0,4
8.2,32,54
9.4,42,117
10.1,16,151
10.6,120,217
10.6,108,239
11.0,232,217
11.6,78,207
11.2,30,157
11.4,6,91
8.3,0,22
8.4,0,0
7.5,0,0
7.2,0,0
7.2,0,0
6.9,0,0
7.0,0,0
6.7,0,0
6.6,0,0
6.4,0,0
6.1,0,0
6.5,0,0
7.0,0,0
7.5,0,0
7.7,0,3
8.2,34,43
8.7,106,87
9.7,199,112
11.3,234,148
11.6,33,194
12.8,44,192
12.7,12,153
12.1,12,130
12.0,71,98
10.8,28,48
9.5,0,5
8.5,0,0
7.3,0,0
6.9,0,0
6.5,0,0
7.1,0,0
7.4,0,0
7.6,0,0
7.7,0,0
7.9,0,0
7.9,0,0
7.9,0,0
8.4,0,0
9.1,0,0
9.4,0,32
9.8,0,62
10.4,0,61
10.9,0,68
11.7,0,140
13.4,12,188
14.0,1,132
14.5,0,66
13.6,0,32
13.5,0,22
14.0,0,0
14.0,0,0
14.4,0,0
13.5,0,0
13.5,0,0
13.5,0,0
11.5,0,0
11.4,0,0
10.7,0,0
9.7,0,0
8.9,0,0
8.2,0,0
8.0,0,0
7.6,0,3
7.7,50,43
8.2,167,71
10.5,280,83
12.5,256,130
13.0,111,200
13.6,106,198
13.9,135,174
14.0,53,141
13.4,7,82
12.5,9,40
